date_time,close
1/01/2010,1141.69
8/01/2010,1148.46
15/01/2010,1116.48
22/01/2010,1084.53
29/01/2010,1063.11
5/02/2010,1078.47
12/02/2010,1106.75
19/02/2010,1102.94
26/02/2010,1122.97
5/03/2010,1150.24
12/03/2010,1165.83
18/03/2010,1165.73
25/03/2010,1178.10
1/04/2010,1186.44
8/04/2010,1211.67
15/04/2010,1208.67
22/04/2010,1206.78
29/04/2010,1128.15
6/05/2010,1157.44
13/05/2010,1071.59
20/05/2010,1103.06
27/05/2010,1102.83
3/06/2010,1086.84
10/06/2010,1116.04
17/06/2010,1073.69
24/06/2010,1027.37
1/07/2010,1070.25
8/07/2010,1096.48
15/07/2010,1093.67
22/07/2010,1101.53
29/07/2010,1125.81
5/08/2010,1083.61
12/08/2010,1075.63
19/08/2010,1047.22
26/08/2010,1090.10
2/09/2010,1104.18
9/09/2010,1124.66
16/09/2010,1124.83
23/09/2010,1141.20
30/09/2010,1158.06
7/10/2010,1173.81
14/10/2010,1180.26
21/10/2010,1183.78
28/10/2010,1221.06
4/11/2010,1213.54
12/11/2010,1196.69
19/11/2010,1198.35
26/11/2010,1221.53
3/12/2010,1233.00
10/12/2010,1242.87
17/12/2010,1256.77
24/12/2010,1257.88
31/12/2010,1273.85
7/01/2011,1283.76
14/01/2011,1280.26
21/01/2011,1299.54
28/01/2011,1307.10
4/02/2011,1321.87
11/02/2011,1340.43
18/02/2011,1306.10
25/02/2011,1330.97
4/03/2011,1295.11
11/03/2011,1273.72
17/03/2011,1309.66
24/03/2011,1325.83
31/03/2011,1333.51
7/04/2011,1314.52
14/04/2011,1337.38
21/04/2011,1360.48
28/04/2011,1335.10
5/05/2011,1348.65
12/05/2011,1343.60
19/05/2011,1325.69
26/05/2011,1312.94
2/06/2011,1289.00
9/06/2011,1267.64
16/06/2011,1283.50
23/06/2011,1320.64
30/06/2011,1353.22
7/07/2011,1308.87
14/07/2011,1343.80
21/07/2011,1300.67
28/07/2011,1200.07
4/08/2011,1172.64
11/08/2011,1140.65
18/08/2011,1159.27
25/08/2011,1204.42
1/09/2011,1185.90
8/09/2011,1209.11
15/09/2011,1129.56
22/09/2011,1160.40
29/09/2011,1164.97
6/10/2011,1203.66
13/10/2011,1215.39
20/10/2011,1284.59
27/10/2011,1261.15
3/11/2011,1239.70
11/11/2011,1216.13
18/11/2011,1161.79
25/11/2011,1244.58
2/12/2011,1234.35
9/12/2011,1215.75
16/12/2011,1254.00
23/12/2011,1263.02
30/12/2011,1281.06
6/01/2012,1295.50
13/01/2012,1314.50
20/01/2012,1318.43
27/01/2012,1325.54
3/02/2012,1351.95
10/02/2012,1358.04
17/02/2012,1363.46
24/02/2012,1374.09
2/03/2012,1365.91
9/03/2012,1402.60
15/03/2012,1392.78
22/03/2012,1403.28
29/03/2012,1398.08
5/04/2012,1387.57
12/04/2012,1376.92
19/04/2012,1399.98
26/04/2012,1391.57
3/05/2012,1357.99
10/05/2012,1304.86
17/05/2012,1320.68
24/05/2012,1310.33
31/05/2012,1314.99
7/06/2012,1329.10
14/06/2012,1325.51
21/06/2012,1329.04
28/06/2012,1367.58
5/07/2012,1334.76
12/07/2012,1376.51
19/07/2012,1360.02
26/07/2012,1365.00
2/08/2012,1402.80
9/08/2012,1415.51
16/08/2012,1402.08
23/08/2012,1399.48
30/08/2012,1432.12
6/09/2012,1459.99
13/09/2012,1460.26
20/09/2012,1447.15
27/09/2012,1461.40
4/10/2012,1432.84
11/10/2012,1457.34
18/10/2012,1412.97
25/10/2012,1427.59
1/11/2012,1377.51
9/11/2012,1353.33
16/11/2012,1391.03
23/11/2012,1415.95
30/11/2012,1413.94
7/12/2012,1419.45
14/12/2012,1443.69
21/12/2012,1418.10
28/12/2012,1459.37
4/01/2013,1472.12
11/01/2013,1480.94
18/01/2013,1494.82
25/01/2013,1498.11
1/02/2013,1509.39
8/02/2013,1521.38
15/02/2013,1502.42
22/02/2013,1514.68
1/03/2013,1544.26
8/03/2013,1563.23
14/03/2013,1545.80
21/03/2013,1569.19
28/03/2013,1559.98
4/04/2013,1593.37
11/04/2013,1541.61
18/04/2013,1585.16
25/04/2013,1597.59
2/05/2013,1626.67
9/05/2013,1650.47
16/05/2013,1650.51
23/05/2013,1654.41
30/05/2013,1622.56
6/06/2013,1636.36
13/06/2013,1588.19
20/06/2013,1613.20
27/06/2013,1615.41
4/07/2013,1675.02
11/07/2013,1689.37
18/07/2013,1690.25
25/07/2013,1706.87
1/08/2013,1697.48
8/08/2013,1661.32
15/08/2013,1656.96
22/08/2013,1638.17
29/08/2013,1655.08
5/09/2013,1683.42
12/09/2013,1722.34
19/09/2013,1698.67
26/09/2013,1678.66
3/10/2013,1692.56
10/10/2013,1733.15
17/10/2013,1752.07
24/10/2013,1756.54
31/10/2013,1747.15
8/11/2013,1790.62
15/11/2013,1795.85
22/11/2013,1807.23
29/11/2013,1785.03
6/12/2013,1775.50
13/12/2013,1809.60
20/12/2013,1842.02
27/12/2013,1831.98
3/01/2014,1838.13
10/01/2014,1845.89
17/01/2014,1828.46
24/01/2014,1794.19
31/01/2014,1773.43
7/02/2014,1829.83
14/02/2014,1839.78
21/02/2014,1854.29
28/02/2014,1877.03
7/03/2014,1846.34
13/03/2014,1872.01
20/03/2014,1849.04
27/03/2014,1888.77
3/04/2014,1833.08
10/04/2014,1864.85
17/04/2014,1878.61
24/04/2014,1883.68
1/05/2014,1875.63
8/05/2014,1870.85
15/05/2014,1892.49
22/05/2014,1920.03
29/05/2014,1940.46
5/06/2014,1930.11
12/06/2014,1959.48
19/06/2014,1957.22
26/06/2014,1985.44
3/07/2014,1964.68
10/07/2014,1958.12
17/07/2014,1987.98
24/07/2014,1930.67
31/07/2014,1909.57
7/08/2014,1955.18
14/08/2014,1992.37
21/08/2014,1996.74
28/08/2014,1997.65
4/09/2014,1997.45
11/09/2014,2011.36
18/09/2014,1965.99
25/09/2014,1946.17
2/10/2014,1928.21
9/10/2014,1862.76
16/10/2014,1950.82
23/10/2014,1994.65
30/10/2014,2031.21
7/11/2014,2039.33
14/11/2014,2052.75
21/11/2014,2072.83
28/11/2014,2071.92
5/12/2014,2035.33
12/12/2014,2061.23
19/12/2014,2081.88
26/12/2014,2058.90
2/01/2015,2062.14
9/01/2015,1992.67
16/01/2015,2063.15
23/01/2015,2021.25
30/01/2015,2062.52
6/02/2015,2088.48
13/02/2015,2097.45
20/02/2015,2110.74
27/02/2015,2101.04
6/03/2015,2065.95
12/03/2015,2089.27
19/03/2015,2056.15
26/03/2015,2066.96
2/04/2015,2091.18
9/04/2015,2104.99
16/04/2015,2112.93
23/04/2015,2085.51
30/04/2015,2088.00
7/05/2015,2121.10
14/05/2015,2130.82
21/05/2015,2120.79
28/05/2015,2095.84
4/06/2015,2108.86
11/06/2015,2121.24
18/06/2015,2102.31
25/06/2015,2076.78
2/07/2015,2051.31
9/07/2015,2124.29
16/07/2015,2102.15
23/07/2015,2108.63
30/07/2015,2083.56
6/08/2015,2083.39
13/08/2015,2035.73
20/08/2015,1987.66
27/08/2015,1951.13
3/09/2015,1952.29
10/09/2015,1990.20
17/09/2015,1932.24
24/09/2015,1923.82
1/10/2015,2013.43
8/10/2015,2023.86
15/10/2015,2052.51
22/10/2015,2089.41
29/10/2015,2099.93
6/11/2015,2045.97
13/11/2015,2081.24
20/11/2015,2088.87
27/11/2015,2049.62
4/12/2015,2052.23
11/12/2015,2041.89
18/12/2015,2060.99
25/12/2015,2043.94
1/01/2016,1943.09
8/01/2016,1921.84
15/01/2016,1868.99
22/01/2016,1893.36
29/01/2016,1915.45
5/02/2016,1829.08
12/02/2016,1917.83
19/02/2016,1951.70
26/02/2016,1993.40
4/03/2016,1989.57
11/03/2016,2040.59
17/03/2016,2035.94
24/03/2016,2059.74
31/03/2016,2041.91
7/04/2016,2082.78
14/04/2016,2091.48
21/04/2016,2075.81
28/04/2016,2050.63
5/05/2016,2064.11
12/05/2016,2040.04
19/05/2016,2090.10
26/05/2016,2105.26
2/06/2016,2115.48
9/06/2016,2077.99
16/06/2016,2113.32
23/06/2016,2098.86
30/06/2016,2097.90
7/07/2016,2163.75
14/07/2016,2165.17
21/07/2016,2170.06
28/07/2016,2164.25
4/08/2016,2185.79
11/08/2016,2187.02
18/08/2016,2172.47
25/08/2016,2170.86
1/09/2016,2181.30
8/09/2016,2147.26
15/09/2016,2177.18
22/09/2016,2151.13
29/09/2016,2160.77
6/10/2016,2132.55
13/10/2016,2141.34
20/10/2016,2133.04
27/10/2016,2088.66
3/11/2016,2167.48
11/11/2016,2187.12
18/11/2016,2204.72
25/11/2016,2191.08
2/12/2016,2246.19
9/12/2016,2262.03
16/12/2016,2260.96
23/12/2016,2249.26
30/12/2016,2269.00
6/01/2017,2270.44
13/01/2017,2263.69
20/01/2017,2296.68
27/01/2017,2280.85
3/02/2017,2307.87
10/02/2017,2347.22
17/02/2017,2363.81
24/02/2017,2381.92
3/03/2017,2364.87
10/03/2017,2381.38
16/03/2017,2345.96
23/03/2017,2368.06
30/03/2017,2357.49
6/04/2017,2328.95
13/04/2017,2355.84
20/04/2017,2388.77
27/04/2017,2389.52
4/05/2017,2394.44
11/05/2017,2365.72
18/05/2017,2415.07
25/05/2017,2430.06
1/06/2017,2433.79
8/06/2017,2432.46
15/06/2017,2434.50
22/06/2017,2419.70
29/06/2017,2409.75
6/07/2017,2447.83
13/07/2017,2473.45
20/07/2017,2475.42
27/07/2017,2472.16
3/08/2017,2438.21
10/08/2017,2430.01
17/08/2017,2438.97
24/08/2017,2471.65
31/08/2017,2465.10
7/09/2017,2495.62
14/09/2017,2500.60
21/09/2017,2510.06
28/09/2017,2552.07
5/10/2017,2550.93
12/10/2017,2562.10
19/10/2017,2560.40
26/10/2017,2579.85
2/11/2017,2584.62
10/11/2017,2585.64
17/11/2017,2597.08
24/11/2017,2647.58
1/12/2017,2636.98
8/12/2017,2652.01
15/12/2017,2684.57
22/12/2017,2687.54
29/12/2017,2723.99
5/01/2018,2767.56
12/01/2018,2798.03
19/01/2018,2839.25
26/01/2018,2821.98
2/02/2018,2581.00
9/02/2018,2731.20
16/02/2018,2703.96
23/02/2018,2677.67
2/03/2018,2738.97
9/03/2018,2747.33
15/03/2018,2643.69
22/03/2018,2640.87
29/03/2018,2662.84
5/04/2018,2663.99
12/04/2018,2693.13
19/04/2018,2666.94
26/04/2018,2629.73
3/05/2018,2723.07
10/05/2018,2720.13
17/05/2018,2727.76
24/05/2018,2705.27
31/05/2018,2770.37
7/06/2018,2782.49
14/06/2018,2749.76
21/06/2018,2716.31
28/06/2018,2736.61
5/07/2018,2798.29
12/07/2018,2804.49
19/07/2018,2837.44
26/07/2018,2827.22
2/08/2018,2853.58
9/08/2018,2840.69
16/08/2018,2856.98
23/08/2018,2901.13
30/08/2018,2878.05
6/09/2018,2904.18
13/09/2018,2930.75
20/09/2018,2914.00
27/09/2018,2901.61
4/10/2018,2728.37
11/10/2018,2768.78
18/10/2018,2705.57
25/10/2018,2740.37
1/11/2018,2806.83
9/11/2018,2730.20
16/11/2018,2649.93
23/11/2018,2737.80
30/11/2018,2695.95
7/12/2018,2650.54
14/12/2018,2467.42
21/12/2018,2488.83
28/12/2018,2447.89
4/01/2019,2596.64
11/01/2019,2635.96
18/01/2019,2642.33
25/01/2019,2704.10
1/02/2019,2706.05
8/02/2019,2745.73
15/02/2019,2774.88
22/02/2019,2784.49
1/03/2019,2748.93
8/03/2019,2808.48
14/03/2019,2854.88
21/03/2019,2815.44
28/03/2019,2879.39
4/04/2019,2888.32
11/04/2019,2905.03
18/04/2019,2926.17
25/04/2019,2917.52
2/05/2019,2870.72
9/05/2019,2876.32
16/05/2019,2822.24
23/05/2019,2788.86
30/05/2019,2843.49
6/06/2019,2891.64
13/06/2019,2954.18
20/06/2019,2924.92
27/06/2019,2995.82
4/07/2019,2999.91
11/07/2019,2995.11
18/07/2019,3003.67
25/07/2019,2953.56
1/08/2019,2938.09
8/08/2019,2847.60
15/08/2019,2922.95
22/08/2019,2924.58
29/08/2019,2976.00
5/09/2019,3009.57
12/09/2019,3006.79
19/09/2019,2977.62
26/09/2019,2910.63
3/10/2019,2938.13
10/10/2019,2997.95
17/10/2019,3010.29
24/10/2019,3037.56
31/10/2019,3085.18
8/11/2019,3096.63
15/11/2019,3103.54
22/11/2019,3153.63
29/11/2019,3117.43
6/12/2019,3168.57
13/12/2019,3205.37
20/12/2019,3239.91
27/12/2019,3257.85
3/01/2020,3274.70
10/01/2020,3316.81
17/01/2020,3325.54
24/01/2020,3283.66
31/01/2020,3345.78
7/02/2020,3373.94
14/02/2020,3373.23
21/02/2020,2978.76
28/02/2020,3023.94
6/03/2020,2480.64
12/03/2020,2409.39
19/03/2020,2630.07
26/03/2020,2526.90
2/04/2020,2789.82
9/04/2020,2799.55
16/04/2020,2797.80
23/04/2020,2912.43
30/04/2020,2881.19
7/05/2020,2852.50
14/05/2020,2948.51
21/05/2020,3029.73
28/05/2020,3112.35
4/06/2020,3002.10
11/06/2020,3115.34
18/06/2020,3083.76
25/06/2020,3130.01
2/07/2020,3152.05
9/07/2020,3215.57
16/07/2020,3235.66
23/07/2020,3246.22
30/07/2020,3349.16
6/08/2020,3373.43
13/08/2020,3385.51
20/08/2020,3484.55
27/08/2020,3455.06
3/09/2020,3339.19
10/09/2020,3357.01
17/09/2020,3246.59
24/09/2020,3380.80
1/10/2020,3446.83
8/10/2020,3483.34
15/10/2020,3453.49
22/10/2020,3310.11
29/10/2020,3510.45
6/11/2020,3537.01
13/11/2020,3581.87
20/11/2020,3629.65
27/11/2020,3666.72
4/12/2020,3668.10
11/12/2020,3722.48
18/12/2020,3703.06
25/12/2020,3756.07
1/01/2021,3803.79
8/01/2021,3795.54
15/01/2021,3853.07
22/01/2021,3787.38
29/01/2021,3871.74
5/02/2021,3916.38
12/02/2021,3913.97
19/02/2021,3829.34
26/02/2021,3768.47
5/03/2021,3939.34
12/03/2021,3915.46
18/03/2021,3909.52
25/03/2021,4019.87
1/04/2021,4097.17
8/04/2021,4170.42
15/04/2021,4134.98
22/04/2021,4211.47
29/04/2021,4201.62
6/05/2021,4112.50
13/05/2021,4159.12
20/05/2021,4200.88
27/05/2021,4192.85
3/06/2021,4239.18
10/06/2021,4221.86
17/06/2021,4266.49
24/06/2021,4319.94
1/07/2021,4320.82
8/07/2021,4360.03
15/07/2021,4367.48
22/07/2021,4419.15
29/07/2021,4429.10
5/08/2021,4460.83
12/08/2021,4405.80
19/08/2021,4470.00
26/08/2021,4536.95
2/09/2021,4493.28
9/09/2021,4473.75
16/09/2021,4448.98
23/09/2021,4307.54
30/09/2021,4399.76
7/10/2021,4438.26
14/10/2021,4549.78
21/10/2021,4596.42
28/10/2021,4680.06
4/11/2021,4649.27
12/11/2021,4704.54
19/11/2021,4701.46
26/11/2021,4577.10
3/12/2021,4667.45
10/12/2021,4668.67
17/12/2021,4725.79
24/12/2021,4778.73
31/12/2021,4696.05
7/01/2022,4659.03
14/01/2022,4482.73
21/01/2022,4326.51
28/01/2022,4477.44
4/02/2022,4504.08
11/02/2022,4380.26
18/02/2022,4288.70
25/02/2022,4363.49
4/03/2022,4259.52
11/03/2022,4411.67
17/03/2022,4520.16
24/03/2022,4530.41
31/03/2022,4500.21
7/04/2022,4392.59
14/04/2022,4393.66
21/04/2022,4287.50
28/04/2022,4146.87
5/05/2022,3930.08
12/05/2022,3900.79
19/05/2022,4057.84
26/05/2022,4176.82
2/06/2022,4017.82
9/06/2022,3666.77
16/06/2022,3795.73
23/06/2022,3785.38
30/06/2022,3902.62
7/07/2022,3790.38
14/07/2022,3998.95
21/07/2022,4072.43
28/07/2022,4151.94
4/08/2022,4207.27
11/08/2022,4283.74
18/08/2022,4199.12
25/08/2022,3966.85
1/09/2022,4006.18
8/09/2022,3901.35
15/09/2022,3757.99
22/09/2022,3640.47
29/09/2022,3744.52
6/10/2022,3669.91
13/10/2022,3665.78
20/10/2022,3807.30
27/10/2022,3719.89
3/11/2022,3956.37
11/11/2022,3946.56
18/11/2022,4027.26
25/11/2022,4076.57
2/12/2022,3963.51
9/12/2022,3895.75
16/12/2022,3822.39
23/12/2022,3849.28
30/12/2022,3808.10
6/01/2023,3983.17
13/01/2023,3898.85
20/01/2023,4060.43
27/01/2023,4179.76
3/02/2023,4081.50
10/02/2023,4090.41
17/02/2023,4012.32
24/02/2023,3981.35
3/03/2023,4045.64
